"Notes"	"State of Residence"	"State of Residence Code"	"Year"	"Year Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Births"	"Female Population"	"Fertility Rate"
	"Iowa"	"19"	"2021"	"2021"	"15-19 years"	"15-19"	1363	107213	12.71
	"Iowa"	"19"	"2021"	"2021"	"20-24 years"	"20-24"	6550	109852	59.63
	"Iowa"	"19"	"2021"	"2021"	"25-29 years"	"25-29"	12093	97289	124.30
	"Iowa"	"19"	"2021"	"2021"	"30-34 years"	"30-34"	11197	95859	116.81
	"Iowa"	"19"	"2021"	"2021"	"35-39 years"	"35-39"	4700	99602	47.19
	"Iowa"	"19"	"2021"	"2021"	"40-44 years"	"40-44"	866	96512	8.97
	"Iowa"	"19"	"2021"	"2021"	"45-49 years"	"45-49"	44	Not Available	Not Available
	"Iowa"	"19"	"2022"	"2022"	"Under 15 years"	"15"	10	Not Available	Not Available
	"Iowa"	"19"	"2022"	"2022"	"15-19 years"	"15-19"	1338	107611	12.43
	"Iowa"	"19"	"2022"	"2022"	"20-24 years"	"20-24"	6457	114910	56.19
	"Iowa"	"19"	"2022"	"2022"	"25-29 years"	"25-29"	12050	95456	126.24
	"Iowa"	"19"	"2022"	"2022"	"30-34 years"	"30-34"	11139	96457	115.48
	"Iowa"	"19"	"2022"	"2022"	"35-39 years"	"35-39"	4533	96907	46.78
	"Iowa"	"19"	"2022"	"2022"	"40-44 years"	"40-44"	925	97611	9.48
	"Iowa"	"19"	"2022"	"2022"	"45-49 years"	"45-49"	50	Not Available	Not Available
	"Kansas"	"20"	"2016"	"2016"	"Under 15 years"	"15"	22	Not Available	Not Available
	"Kansas"	"20"	"2016"	"2016"	"15-19 years"	"15-19"	2125	97021	21.90
	"Kansas"	"20"	"2016"	"2016"	"20-24 years"	"20-24"	8696	102952	84.47
	"Kansas"	"20"	"2016"	"2016"	"25-29 years"	"25-29"	11816	92026	128.40
	"Kansas"	"20"	"2016"	"2016"	"30-34 years"	"30-34"	10489	95631	109.68
	"Kansas"	"20"	"2016"	"2016"	"35-39 years"	"35-39"	4148	89944	46.12
	"Kansas"	"20"	"2016"	"2016"	"40-44 years"	"40-44"	725	81064	8.94
	"Kansas"	"20"	"2016"	"2016"	"45-49 years"	"45-49"	29	Not Available	Not Available
	"Kansas"	"20"	"2017"	"2017"	"Under 15 years"	"15"	13	Not Available	Not Available
	"Kansas"	"20"	"2017"	"2017"	"15-19 years"	"15-19"	2057	96711	21.27
	"Kansas"	"20"	"2017"	"2017"	"20-24 years"	"20-24"	7999	102116	78.33
	"Kansas"	"20"	"2017"	"2017"	"25-29 years"	"25-29"	11507	92831	123.96
	"Kansas"	"20"	"2017"	"2017"	"30-34 years"	"30-34"	10015	93590	107.01
	"Kansas"	"20"	"2017"	"2017"	"35-39 years"	"35-39"	4173	92005	45.36
	"Kansas"	"20"	"2017"	"2017"	"40-44 years"	"40-44"	711	81353	8.74
	"Kansas"	"20"	"2017"	"2017"	"45-49 years"	"45-49"	42	Not Available	Not Available
	"Kansas"	"20"	"2018"	"2018"	"Under 15 years"	"15"	11	Not Available	Not Available
	"Kansas"	"20"	"2018"	"2018"	"15-19 years"	"15-19"	1933	96791	19.97
	"Kansas"	"20"	"2018"	"2018"	"20-24 years"	"20-24"	7844	101809	77.05
	"Kansas"	"20"	"2018"	"2018"	"25-29 years"	"25-29"	11385	93234	122.11
	"Kansas"	"20"	"2018"	"2018"	"30-34 years"	"30-34"	10012	92298	108.47
	"Kansas"	"20"	"2018"	"2018"	"35-39 years"	"35-39"	4302	93757	45.88
	"Kansas"	"20"	"2018"	"2018"	"40-44 years"	"40-44"	730	82232	8.88
	"Kansas"	"20"	"2018"	"2018"	"45-49 years"	"45-49"	39	Not Available	Not Available
	"Kansas"	"20"	"2019"	"2019"	"Under 15 years"	"15"	18	Not Available	Not Available
	"Kansas"	"20"	"2019"	"2019"	"15-19 years"	"15-19"	1857	96680	19.21
	"Kansas"	"20"	"2019"	"2019"	"20-24 years"	"20-24"	7572	101498	74.60
	"Kansas"	"20"	"2019"	"2019"	"25-29 years"	"25-29"	11018	93853	117.40
	"Kansas"	"20"	"2019"	"2019"	"30-34 years"	"30-34"	9701	91408	106.13
	"Kansas"	"20"	"2019"	"2019"	"35-39 years"	"35-39"	4384	94736	46.28
	"Kansas"	"20"	"2019"	"2019"	"40-44 years"	"40-44"	800	83716	9.56
	"Kansas"	"20"	"2019"	"2019"	"45-49 years"	"45-49"	42	Not Available	Not Available
	"Kansas"	"20"	"2020"	"2020"	"Under 15 years"	"15"	15	Not Available	Not Available
	"Kansas"	"20"	"2020"	"2020"	"15-19 years"	"15-19"	1749	96373	18.15
	"Kansas"	"20"	"2020"	"2020"	"20-24 years"	"20-24"	7364	101220	72.75
	"Kansas"	"20"	"2020"	"2020"	"25-29 years"	"25-29"	10648	93783	113.54
	"Kansas"	"20"	"2020"	"2020"	"30-34 years"	"30-34"	9601	90635	105.93
	"Kansas"	"20"	"2020"	"2020"	"35-39 years"	"35-39"	4197	94784	44.28
	"Kansas"	"20"	"2020"	"2020"	"40-44 years"	"40-44"	752	85849	8.76
	"Kansas"	"20"	"2020"	"2020"	"45-49 years"	"45-49"	48	Not Available	Not Available
	"Kansas"	"20"	"2021"	"2021"	"Under 15 years"	"15"	15	Not Available	Not Available
	"Kansas"	"20"	"2021"	"2021"	"15-19 years"	"15-19"	1614	99154	16.28
	"Kansas"	"20"	"2021"	"2021"	"20-24 years"	"20-24"	6982	101276	68.94
	"Kansas"	"20"	"2021"	"2021"	"25-29 years"	"25-29"	10741	92089	116.64
	"Kansas"	"20"	"2021"	"2021"	"30-34 years"	"30-34"	9924	91258	108.75
	"Kansas"	"20"	"2021"	"2021"	"35-39 years"	"35-39"	4610	95667	48.19
	"Kansas"	"20"	"2021"	"2021"	"40-44 years"	"40-44"	776	89187	8.70
	"Kansas"	"20"	"2021"	"2021"	"45-49 years"	"45-49"	41	Not Available	Not Available
	"Kansas"	"20"	"2022"	"2022"	"Under 15 years"	"15"	17	Not Available	Not Available
	"Kansas"	"20"	"2022"	"2022"	"15-19 years"	"15-19"	1615	99498	16.23
	"Kansas"	"20"	"2022"	"2022"	"20-24 years"	"20-24"	6952	106139	65.50
	"Kansas"	"20"	"2022"	"2022"	"25-29 years"	"25-29"	10588	90241	117.33
	"Kansas"	"20"	"2022"	"2022"	"30-34 years"	"30-34"	9805	90971	107.78
	"Kansas"	"20"	"2022"	"2022"	"35-39 years"	"35-39"	4511	93532	48.23
	"Kansas"	"20"	"2022"	"2022"	"40-44 years"	"40-44"	860	90127	9.54
	"Kansas"	"20"	"2022"	"2022"	"45-49 years"	"45-49"	50	Not Available	Not Available
	"Kentucky"	"21"	"2016"	"2016"	"Under 15 years"	"15"	42	Not Available	Not Available
	"Kentucky"	"21"	"2016"	"2016"	"15-19 years"	"15-19"	4331	140311	30.87
	"Kentucky"	"21"	"2016"	"2016"	"20-24 years"	"20-24"	14835	146986	100.93
	"Kentucky"	"21"	"2016"	"2016"	"25-29 years"	"25-29"	17169	146837	116.93
	"Kentucky"	"21"	"2016"	"2016"	"30-34 years"	"30-34"	12797	137824	92.85
	"Kentucky"	"21"	"2016"	"2016"	"35-39 years"	"35-39"	5312	140869	37.71
	"Kentucky"	"21"	"2016"	"2016"	"40-44 years"	"40-44"	902	135615	6.65
	"Kentucky"	"21"	"2016"	"2016"	"45-49 years"	"45-49"	57	Not Available	Not Available
	"Kentucky"	"21"	"2017"	"2017"	"Under 15 years"	"15"	36	Not Available	Not Available
	"Kentucky"	"21"	"2017"	"2017"	"15-19 years"	"15-19"	4060	140011	29.00
	"Kentucky"	"21"	"2017"	"2017"	"20-24 years"	"20-24"	14468	145649	99.33
	"Kentucky"	"21"	"2017"	"2017"	"25-29 years"	"25-29"	17228	150402	114.55
	"Kentucky"	"21"	"2017"	"2017"	"30-34 years"	"30-34"	12620	136646	92.36
	"Kentucky"	"21"	"2017"	"2017"	"35-39 years"	"35-39"	5334	141288	37.75
	"Kentucky"	"21"	"2017"	"2017"	"40-44 years"	"40-44"	958	134476	7.12
	"Kentucky"	"21"	"2017"	"2017"	"45-49 years"	"45-49"	47	Not Available	Not Available
	"Kentucky"	"21"	"2018"	"2018"	"Under 15 years"	"15"	26	Not Available	Not Available
	"Kentucky"	"21"	"2018"	"2018"	"15-19 years"	"15-19"	3816	139727	27.31
	"Kentucky"	"21"	"2018"	"2018"	"20-24 years"	"20-24"	14142	145084	97.47
	"Kentucky"	"21"	"2018"	"2018"	"25-29 years"	"25-29"	16831	152251	110.55
	"Kentucky"	"21"	"2018"	"2018"	"30-34 years"	"30-34"	12617	135906	92.84
	"Kentucky"	"21"	"2018"	"2018"	"35-39 years"	"35-39"	5515	141969	38.85
	"Kentucky"	"21"	"2018"	"2018"	"40-44 years"	"40-44"	916	134792	6.80
	"Kentucky"	"21"	"2018"	"2018"	"45-49 years"	"45-49"	55	Not Available	Not Available
	"Kentucky"	"21"	"2019"	"2019"	"Under 15 years"	"15"	34	Not Available	Not Available
	"Kentucky"	"21"	"2019"	"2019"	"15-19 years"	"15-19"	3464	139306	24.87
	"Kentucky"	"21"	"2019"	"2019"	"20-24 years"	"20-24"	13746	143968	95.48
	"Kentucky"	"21"	"2019"	"2019"	"25-29 years"	"25-29"	16695	150646	110.82
	"Kentucky"	"21"	"2019"	"2019"	"30-34 years"	"30-34"	12664	137484	92.11
	"Kentucky"	"21"	"2019"	"2019"	"35-39 years"	"35-39"	5383	141124	38.14
	"Kentucky"	"21"	"2019"	"2019"	"40-44 years"	"40-44"	1021	135495	7.54
	"Kentucky"	"21"	"2019"	"2019"	"45-49 years"	"45-49"	55	Not Available	Not Available
	"Kentucky"	"21"	"2020"	"2020"	"Under 15 years"	"15"	29	Not Available	Not Available
	"Kentucky"	"21"	"2020"	"2020"	"15-19 years"	"15-19"	3302	138968	23.76
	"Kentucky"	"21"	"2020"	"2020"	"20-24 years"	"20-24"	13307	144521	92.08
	"Kentucky"	"21"	"2020"	"2020"	"25-29 years"	"25-29"	15853	147685	107.34
	"Kentucky"	"21"	"2020"	"2020"	"30-34 years"	"30-34"	12547	141735	88.52
	"Kentucky"	"21"	"2020"	"2020"	"35-39 years"	"35-39"	5508	139174	39.58
	"Kentucky"	"21"	"2020"	"2020"	"40-44 years"	"40-44"	1065	137528	7.74
	"Kentucky"	"21"	"2020"	"2020"	"45-49 years"	"45-49"	53	Not Available	Not Available
	"Kentucky"	"21"	"2021"	"2021"	"Under 15 years"	"15"	44	Not Available	Not Available
	"Kentucky"	"21"	"2021"	"2021"	"15-19 years"	"15-19"	3191	143068	22.30
	"Kentucky"	"21"	"2021"	"2021"	"20-24 years"	"20-24"	12897	145178	88.84
	"Kentucky"	"21"	"2021"	"2021"	"25-29 years"	"25-29"	16206	143523	112.92
	"Kentucky"	"21"	"2021"	"2021"	"30-34 years"	"30-34"	13084	146119	89.54
	"Kentucky"	"21"	"2021"	"2021"	"35-39 years"	"35-39"	5629	139501	40.35
	"Kentucky"	"21"	"2021"	"2021"	"40-44 years"	"40-44"	1102	141191	7.81
	"Kentucky"	"21"	"2021"	"2021"	"45-49 years"	"45-49"	55	Not Available	Not Available
	"Kentucky"	"21"	"2022"	"2022"	"Under 15 years"	"15"	44	Not Available	Not Available
	"Kentucky"	"21"	"2022"	"2022"	"15-19 years"	"15-19"	3038	139501	21.78
	"Kentucky"	"21"	"2022"	"2022"	"20-24 years"	"20-24"	12827	149545	85.77
	"Kentucky"	"21"	"2022"	"2022"	"25-29 years"	"25-29"	16290	140801	115.70
	"Kentucky"	"21"	"2022"	"2022"	"30-34 years"	"30-34"	13176	147708	89.20
	"Kentucky"	"21"	"2022"	"2022"	"35-39 years"	"35-39"	5716	137213	41.66
	"Kentucky"	"21"	"2022"	"2022"	"40-44 years"	"40-44"	1155	141265	8.18
	"Kentucky"	"21"	"2022"	"2022"	"45-49 years"	"45-49"	62	Not Available	Not Available
	"Louisiana"	"22"	"2016"	"2016"	"Under 15 years"	"15"	80	Not Available	Not Available
	"Louisiana"	"22"	"2016"	"2016"	"15-19 years"	"15-19"	4545	148553	30.60
	"Louisiana"	"22"	"2016"	"2016"	"20-24 years"	"20-24"	16888	160605	105.15
	"Louisiana"	"22"	"2016"	"2016"	"25-29 years"	"25-29"	19738	174370	113.20
	"Louisiana"	"22"	"2016"	"2016"	"30-34 years"	"30-34"	14788	167252	88.42
	"Louisiana"	"22"	"2016"	"2016"	"35-39 years"	"35-39"	5990	153321	39.07
	"Louisiana"	"22"	"2016"	"2016"	"40-44 years"	"40-44"	1070	136359	7.85
	"Louisiana"	"22"	"2016"	"2016"	"45-49 years"	"45-49"	74	Not Available	Not Available
	"Louisiana"	"22"	"2017"	"2017"	"Under 15 years"	"15"	57	Not Available	Not Available
	"Louisiana"	"22"	"2017"	"2017"	"15-19 years"	"15-19"	4269	146946	29.05
	"Louisiana"	"22"	"2017"	"2017"	"20-24 years"	"20-24"	15994	156533	102.18
	"Louisiana"	"22"	"2017"	"2017"	"25-29 years"	"25-29"	18939	175232	108.08
	"Louisiana"	"22"	"2017"	"2017"	"30-34 years"	"30-34"	14538	164800	88.22
	"Louisiana"	"22"	"2017"	"2017"	"35-39 years"	"35-39"	6107	156523	39.02
	"Louisiana"	"22"	"2017"	"2017"	"40-44 years"	"40-44"	1045	136072	7.68
	"Louisiana"	"22"	"2017"	"2017"	"45-49 years"	"45-49"	66	Not Available	Not Available
	"Louisiana"	"22"	"2018"	"2018"	"Under 15 years"	"15"	53	Not Available	Not Available
	"Louisiana"	"22"	"2018"	"2018"	"15-19 years"	"15-19"	3991	145107	27.50
	"Louisiana"	"22"	"2018"	"2018"	"20-24 years"	"20-24"	15163	152190	99.63
	"Louisiana"	"22"	"2018"	"2018"	"25-29 years"	"25-29"	18634	171675	108.54
	"Louisiana"	"22"	"2018"	"2018"	"30-34 years"	"30-34"	14201	162135	87.59
	"Louisiana"	"22"	"2018"	"2018"	"35-39 years"	"35-39"	6385	158826	40.20
	"Louisiana"	"22"	"2018"	"2018"	"40-44 years"	"40-44"	1136	136794	8.30
	"Louisiana"	"22"	"2018"	"2018"	"45-49 years"	"45-49"	48	Not Available	Not Available
	"Louisiana"	"22"	"2019"	"2019"	"Under 15 years"	"15"	58	Not Available	Not Available
	"Louisiana"	"22"	"2019"	"2019"	"15-19 years"	"15-19"	4007	144005	27.83
	"Louisiana"	"22"	"2019"	"2019"	"20-24 years"	"20-24"	14500	149485	97.00
	"Louisiana"	"22"	"2019"	"2019"	"25-29 years"	"25-29"	18252	166954	109.32
	"Louisiana"	"22"	"2019"	"2019"	"30-34 years"	"30-34"	14391	162369	88.63
	"Louisiana"	"22"	"2019"	"2019"	"35-39 years"	"35-39"	6549	160147	40.89
	"Louisiana"	"22"	"2019"	"2019"	"40-44 years"	"40-44"	1140	139489	8.17
	"Louisiana"	"22"	"2019"	"2019"	"45-49 years"	"45-49"	43	Not Available	Not Available
	"Louisiana"	"22"	"2020"	"2020"	"Under 15 years"	"15"	64	Not Available	Not Available
	"Louisiana"	"22"	"2020"	"2020"	"15-19 years"	"15-19"	3676	142793	25.74
	"Louisiana"	"22"	"2020"	"2020"	"20-24 years"	"20-24"	13972	149562	93.42
	"Louisiana"	"22"	"2020"	"2020"	"25-29 years"	"25-29"	17664	160954	109.75
	"Louisiana"	"22"	"2020"	"2020"	"30-34 years"	"30-34"	14003	163533	85.63
	"Louisiana"	"22"	"2020"	"2020"	"35-39 years"	"35-39"	6624	160302	41.32
	"Louisiana"	"22"	"2020"	"2020"	"40-44 years"	"40-44"	1263	143844	8.78
	"Louisiana"	"22"	"2020"	"2020"	"45-49 years"	"45-49"	60	Not Available	Not Available
	"Louisiana"	"22"	"2021"	"2021"	"Under 15 years"	"15"	69	Not Available	Not Available
	"Louisiana"	"22"	"2021"	"2021"	"15-19 years"	"15-19"	3571	145628	24.52
	"Louisiana"	"22"	"2021"	"2021"	"20-24 years"	"20-24"	13898	148386	93.66
	"Louisiana"	"22"	"2021"	"2021"	"25-29 years"	"25-29"	17150	151231	113.40
	"Louisiana"	"22"	"2021"	"2021"	"30-34 years"	"30-34"	14544	163309	89.06
	"Louisiana"	"22"	"2021"	"2021"	"35-39 years"	"35-39"	6841	159916	42.78
	"Louisiana"	"22"	"2021"	"2021"	"40-44 years"	"40-44"	1297	148091	8.76
	"Louisiana"	"22"	"2021"	"2021"	"45-49 years"	"45-49"	65	Not Available	Not Available
	"Louisiana"	"22"	"2022"	"2022"	"Under 15 years"	"15"	59	Not Available	Not Available
	"Louisiana"	"22"	"2022"	"2022"	"15-19 years"	"15-19"	3502	147646	23.72
	"Louisiana"	"22"	"2022"	"2022"	"20-24 years"	"20-24"	13604	156239	87.07
	"Louisiana"	"22"	"2022"	"2022"	"25-29 years"	"25-29"	16902	144519	116.95
	"Louisiana"	"22"	"2022"	"2022"	"30-34 years"	"30-34"	14320	160326	89.32
	"Louisiana"	"22"	"2022"	"2022"	"35-39 years"	"35-39"	6696	155752	42.99
	"Louisiana"	"22"	"2022"	"2022"	"40-44 years"	"40-44"	1333	149275	8.93
	"Louisiana"	"22"	"2022"	"2022"	"45-49 years"	"45-49"	59	Not Available	Not Available
	"Maine"	"23"	"2016"	"2016"	"15-19 years"	"15-19"	574	38944	14.74
	"Maine"	"23"	"2016"	"2016"	"20-24 years"	"20-24"	2516	37664	66.80
	"Maine"	"23"	"2016"	"2016"	"25-29 years"	"25-29"	4024	39445	102.02
	"Maine"	"23"	"2016"	"2016"	"30-34 years"	"30-34"	3630	38920	93.27
	"Maine"	"23"	"2016"	"2016"	"35-39 years"	"35-39"	1629	37789	43.11
	"Maine"	"23"	"2016"	"2016"	"40-44 years"	"40-44"	305	38578	7.91
	"Maine"	"23"	"2016"	"2016"	"45-49 years"	"45-49"	20	Not Available	Not Available
	"Maine"	"23"	"2017"	"2017"	"15-19 years"	"15-19"	504	38473	13.10
	"Maine"	"23"	"2017"	"2017"	"20-24 years"	"20-24"	2354	37439	62.88
	"Maine"	"23"	"2017"	"2017"	"25-29 years"	"25-29"	3757	39529	95.04
	"Maine"	"23"	"2017"	"2017"	"30-34 years"	"30-34"	3692	39264	94.03
	"Maine"	"23"	"2017"	"2017"	"35-39 years"	"35-39"	1676	38998	42.98
	"Maine"	"23"	"2017"	"2017"	"40-44 years"	"40-44"	296	37832	7.82
	"Maine"	"23"	"2017"	"2017"	"45-49 years"	"45-49"	17	Not Available	Not Available
	"Maine"	"23"	"2018"	"2018"	"15-19 years"	"15-19"	419	37608	11.14
	"Maine"	"23"	"2018"	"2018"	"20-24 years"	"20-24"	2285	36748	62.18
	"Maine"	"23"	"2018"	"2018"	"25-29 years"	"25-29"	3759	39772	94.51
	"Maine"	"23"	"2018"	"2018"	"30-34 years"	"30-34"	3771	39726	94.93
	"Maine"	"23"	"2018"	"2018"	"35-39 years"	"35-39"	1727	39711	43.49
	"Maine"	"23"	"2018"	"2018"	"40-44 years"	"40-44"	329	37585	8.75
	"Maine"	"23"	"2018"	"2018"	"45-49 years"	"45-49"	17	Not Available	Not Available
	"Maine"	"23"	"2019"	"2019"	"15-19 years"	"15-19"	339	37436	9.06
	"Maine"	"23"	"2019"	"2019"	"20-24 years"	"20-24"	2080	36457	57.05
	"Maine"	"23"	"2019"	"2019"	"25-29 years"	"25-29"	3528	39875	88.48
	"Maine"	"23"	"2019"	"2019"	"30-34 years"	"30-34"	3662	40871	89.60
	"Maine"	"23"	"2019"	"2019"	"35-39 years"	"35-39"	1812	40004	45.30
	"Maine"	"23"	"2019"	"2019"	"40-44 years"	"40-44"	335	38085	8.80
	"Maine"	"23"	"2019"	"2019"	"45-49 years"	"45-49"	18	Not Available	Not Available
	"Maine"	"23"	"2020"	"2020"	"15-19 years"	"15-19"	396	37184	10.65
	"Maine"	"23"	"2020"	"2020"	"20-24 years"	"20-24"	1907	36364	52.44
	"Maine"	"23"	"2020"	"2020"	"25-29 years"	"25-29"	3334	39749	83.88
	"Maine"	"23"	"2020"	"2020"	"30-34 years"	"30-34"	3691	41803	88.30
	"Maine"	"23"	"2020"	"2020"	"35-39 years"	"35-39"	1838	40617	45.25
	"Maine"	"23"	"2020"	"2020"	"40-44 years"	"40-44"	347	38771	8.95
	"Maine"	"23"	"2020"	"2020"	"45-49 years"	"45-49"	18	Not Available	Not Available
	"Maine"	"23"	"2021"	"2021"	"15-19 years"	"15-19"	298	38250	7.79
	"Maine"	"23"	"2021"	"2021"	"20-24 years"	"20-24"	1917	36666	52.28
	"Maine"	"23"	"2021"	"2021"	"25-29 years"	"25-29"	3445	39886	86.37
	"Maine"	"23"	"2021"	"2021"	"30-34 years"	"30-34"	3932	43089	91.25
	"Maine"	"23"	"2021"	"2021"	"35-39 years"	"35-39"	2013	42377	47.50
	"Maine"	"23"	"2021"	"2021"	"40-44 years"	"40-44"	375	40550	9.25
	"Maine"	"23"	"2021"	"2021"	"45-49 years"	"45-49"	22	Not Available	Not Available
	"Maine"	"23"	"2022"	"2022"	"15-19 years"	"15-19"	319	38018	8.39
	"Maine"	"23"	"2022"	"2022"	"20-24 years"	"20-24"	1843	38286	48.14
	"Maine"	"23"	"2022"	"2022"	"25-29 years"	"25-29"	3438	39374	87.32
	"Maine"	"23"	"2022"	"2022"	"30-34 years"	"30-34"	3896	43654	89.25
	"Maine"	"23"	"2022"	"2022"	"35-39 years"	"35-39"	2159	42900	50.33
	"Maine"	"23"	"2022"	"2022"	"40-44 years"	"40-44"	408	41277	9.88
	"Maine"	"23"	"2022"	"2022"	"45-49 years"	"45-49"	24	Not Available	Not Available
	"Maryland"	"24"	"2016"	"2016"	"Under 15 years"	"15"	38	Not Available	Not Available
	"Maryland"	"24"	"2016"	"2016"	"15-19 years"	"15-19"	3017	189190	15.95
	"Maryland"	"24"	"2016"	"2016"	"20-24 years"	"20-24"	11551	192915	59.88
	"Maryland"	"24"	"2016"	"2016"	"25-29 years"	"25-29"	20023	210383	95.17
	"Maryland"	"24"	"2016"	"2016"	"30-34 years"	"30-34"	22939	210338	109.06
	"Maryland"	"24"	"2016"	"2016"	"35-39 years"	"35-39"	12653	199989	63.27
	"Maryland"	"24"	"2016"	"2016"	"40-44 years"	"40-44"	2678	190624	14.05
	"Maryland"	"24"	"2016"	"2016"	"45-49 years"	"45-49"	204	Not Available	Not Available
	"Maryland"	"24"	"2016"	"2016"	"50 years and over"	"50+"	33	Not Available	Not Available
	"Maryland"	"24"	"2017"	"2017"	"Under 15 years"	"15"	39	Not Available	Not Available
	"Maryland"	"24"	"2017"	"2017"	"15-19 years"	"15-19"	2667	188265	14.17
	"Maryland"	"24"	"2017"	"2017"	"20-24 years"	"20-24"	11022	189678	58.11
	"Maryland"	"24"	"2017"	"2017"	"25-29 years"	"25-29"	19261	210016	91.71
	"Maryland"	"24"	"2017"	"2017"	"30-34 years"	"30-34"	22820	211334	107.98
	"Maryland"	"24"	"2017"	"2017"	"35-39 years"	"35-39"	12829	205159	62.53
	"Maryland"	"24"	"2017"	"2017"	"40-44 years"	"40-44"	2769	188834	14.66
	"Maryland"	"24"	"2017"	"2017"	"45-49 years"	"45-49"	216	Not Available	Not Available
	"Maryland"	"24"	"2017"	"2017"	"50 years and over"	"50+"	18	Not Available	Not Available
	"Maryland"	"24"	"2018"	"2018"	"Under 15 years"	"15"	33	Not Available	Not Available
	"Maryland"	"24"	"2018"	"2018"	"15-19 years"	"15-19"	2645	187101	14.14
	"Maryland"	"24"	"2018"	"2018"	"20-24 years"	"20-24"	10256	184657	55.54
	"Maryland"	"24"	"2018"	"2018"	"25-29 years"	"25-29"	18989	207917	91.33
	"Maryland"	"24"	"2018"	"2018"	"30-34 years"	"30-34"	23066	211048	109.29
	"Maryland"	"24"	"2018"	"2018"	"35-39 years"	"35-39"	13021	208206	62.54
	"Maryland"	"24"	"2018"	"2018"	"40-44 years"	"40-44"	2794	188181	14.85
	"Maryland"	"24"	"2018"	"2018"	"45-49 years"	"45-49"	244	Not Available	Not Available
	"Maryland"	"24"	"2018"	"2018"	"50 years and over"	"50+"	32	Not Available	Not Available
	"Maryland"	"24"	"2019"	"2019"	"Under 15 years"	"15"	41	Not Available	Not Available
	"Maryland"	"24"	"2019"	"2019"	"15-19 years"	"15-19"	2603	186613	13.95
	"Maryland"	"24"	"2019"	"2019"	"20-24 years"	"20-24"	10016	182472	54.89
	"Maryland"	"24"	"2019"	"2019"	"25-29 years"	"25-29"	18620	204624	91.00
	"Maryland"	"24"	"2019"	"2019"	"30-34 years"	"30-34"	22662	211014	107.40
	"Maryland"	"24"	"2019"	"2019"	"35-39 years"	"35-39"	13058	210226	62.11
	"Maryland"	"24"	"2019"	"2019"	"40-44 years"	"40-44"	2931	190483	15.39
	"Maryland"	"24"	"2019"	"2019"	"45-49 years"	"45-49"	213	Not Available	Not Available
	"Maryland"	"24"	"2019"	"2019"	"50 years and over"	"50+"	34	Not Available	Not Available
	"Maryland"	"24"	"2020"	"2020"	"Under 15 years"	"15"	38	Not Available	Not Available
	"Maryland"	"24"	"2020"	"2020"	"15-19 years"	"15-19"	2431	185978	13.07
	"Maryland"	"24"	"2020"	"2020"	"20-24 years"	"20-24"	9414	182377	51.62
	"Maryland"	"24"	"2020"	"2020"	"25-29 years"	"25-29"	17628	200858	87.76
	"Maryland"	"24"	"2020"	"2020"	"30-34 years"	"30-34"	22596	212846	106.16
	"Maryland"	"24"	"2020"	"2020"	"35-39 years"	"35-39"	13234	210775	62.79
	"Maryland"	"24"	"2020"	"2020"	"40-44 years"	"40-44"	2932	194681	15.06
	"Maryland"	"24"	"2020"	"2020"	"45-49 years"	"45-49"	236	Not Available	Not Available
	"Maryland"	"24"	"2020"	"2020"	"50 years and over"	"50+"	45	Not Available	Not Available
	"Maryland"	"24"	"2021"	"2021"	"Under 15 years"	"15"	39	Not Available	Not Available
	"Maryland"	"24"	"2021"	"2021"	"15-19 years"	"15-19"	2174	193085	11.26
	"Maryland"	"24"	"2021"	"2021"	"20-24 years"	"20-24"	9188	184420	49.82
	"Maryland"	"24"	"2021"	"2021"	"25-29 years"	"25-29"	16864	197330	85.46
	"Maryland"	"24"	"2021"	"2021"	"30-34 years"	"30-34"	23079	216114	106.79
	"Maryland"	"24"	"2021"	"2021"	"35-39 years"	"35-39"	13550	216420	62.61
	"Maryland"	"24"	"2021"	"2021"	"40-44 years"	"40-44"	3133	204142	15.35
	"Maryland"	"24"	"2021"	"2021"	"45-49 years"	"45-49"	226	Not Available	Not Available
	"Maryland"	"24"	"2021"	"2021"	"50 years and over"	"50+"	32	Not Available	Not Available
	"Maryland"	"24"	"2022"	"2022"	"Under 15 years"	"15"	38	Not Available	Not Available
	"Maryland"	"24"	"2022"	"2022"	"15-19 years"	"15-19"	2066	190246	10.86
	"Maryland"	"24"	"2022"	"2022"	"20-24 years"	"20-24"	9131	190515	47.93
	"Maryland"	"24"	"2022"	"2022"	"25-29 years"	"25-29"	16783	192064	87.38
	"Maryland"	"24"	"2022"	"2022"	"30-34 years"	"30-34"	23140	213425	108.42
	"Maryland"	"24"	"2022"	"2022"	"35-39 years"	"35-39"	14025	215555	65.06
	"Maryland"	"24"	"2022"	"2022"	"40-44 years"	"40-44"	3301	206553	15.98
	"Maryland"	"24"	"2022"	"2022"	"45-49 years"	"45-49"	251	Not Available	Not Available
	"Maryland"	"24"	"2022"	"2022"	"50 years and over"	"50+"	47	Not Available	Not Available
	"Massachusetts"	"25"	"2016"	"2016"	"Under 15 years"	"15"	12	Not Available	Not Available
	"Massachusetts"	"25"	"2016"	"2016"	"15-19 years"	"15-19"	1932	227247	8.50
	"Massachusetts"	"25"	"2016"	"2016"	"20-24 years"	"20-24"	8539	249084	34.28
	"Massachusetts"	"25"	"2016"	"2016"	"25-29 years"	"25-29"	17462	242344	72.05
