"Notes"	"State of Residence"	"State of Residence Code"	"Age of Mother 10"	"Age of Mother 10 Code"	"Year"	"Year Code"	"Mother's Education"	"Mother's Education ""Code"	"Births"""
	"California"	"06"	"18 - 19 years"	"18-19"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	1873""
	"California"	"06"	"18 - 19 years"	"18-19"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	5207""
	"California"	"06"	"18 - 19 years"	"18-19"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	1031""
	"California"	"06"	"18 - 19 years"	"18-19"	"2022"	"2022"	"Associate degree (AA, ""AS)"	"5"	52""
	"California"	"06"	"18 - 19 years"	"18-19"	"2022"	"2022"	"Unknown or Not ""Stated"	"Unk"	796""
	"California"	"06"	"20-24 years"	"20-24"	"2016"	"2016"	"8th grade or ""less"	"1"	2257""
	"California"	"06"	"20-24 years"	"20-24"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	11075""
	"California"	"06"	"20-24 years"	"20-24"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	36119""
	"California"	"06"	"20-24 years"	"20-24"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	23632""
	"California"	"06"	"20-24 years"	"20-24"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	3728""
	"California"	"06"	"20-24 years"	"20-24"	"2016"	"2016"	"Bachelor's degree (BA, AB, ""BS)"	"6"	3032""
	"California"	"06"	"20-24 years"	"20-24"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	240""
	"California"	"06"	"20-24 years"	"20-24"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	34""
	"California"	"06"	"20-24 years"	"20-24"	"2016"	"2016"	"Unknown or Not ""Stated"	"Unk"	3551""
	"California"	"06"	"20-24 years"	"20-24"	"2017"	"2017"	"8th grade or ""less"	"1"	2209""
	"California"	"06"	"20-24 years"	"20-24"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	9510""
	"California"	"06"	"20-24 years"	"20-24"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	33835""
	"California"	"06"	"20-24 years"	"20-24"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	22062""
	"California"	"06"	"20-24 years"	"20-24"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	3480""
	"California"	"06"	"20-24 years"	"20-24"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	2999""
	"California"	"06"	"20-24 years"	"20-24"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	209""
	"California"	"06"	"20-24 years"	"20-24"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	35""
	"California"	"06"	"20-24 years"	"20-24"	"2017"	"2017"	"Unknown or Not ""Stated"	"Unk"	3065""
	"California"	"06"	"20-24 years"	"20-24"	"2018"	"2018"	"8th grade or ""less"	"1"	2052""
	"California"	"06"	"20-24 years"	"20-24"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	8359""
	"California"	"06"	"20-24 years"	"20-24"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	31402""
	"California"	"06"	"20-24 years"	"20-24"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	19553""
	"California"	"06"	"20-24 years"	"20-24"	"2018"	"2018"	"Associate degree (AA, ""AS)"	"5"	3163""
	"California"	"06"	"20-24 years"	"20-24"	"2018"	"2018"	"Bachelor's degree (BA, AB, ""BS)"	"6"	2759""
	"California"	"06"	"20-24 years"	"20-24"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	185""
	"California"	"06"	"20-24 years"	"20-24"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	33""
	"California"	"06"	"20-24 years"	"20-24"	"2018"	"2018"	"Unknown or Not ""Stated"	"Unk"	3085""
	"California"	"06"	"20-24 years"	"20-24"	"2019"	"2019"	"8th grade or ""less"	"1"	1961""
	"California"	"06"	"20-24 years"	"20-24"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	7514""
	"California"	"06"	"20-24 years"	"20-24"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	29528""
	"California"	"06"	"20-24 years"	"20-24"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	18123""
	"California"	"06"	"20-24 years"	"20-24"	"2019"	"2019"	"Associate degree (AA, ""AS)"	"5"	3071""
	"California"	"06"	"20-24 years"	"20-24"	"2019"	"2019"	"Bachelor's degree (BA, AB, ""BS)"	"6"	2928""
	"California"	"06"	"20-24 years"	"20-24"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	199""
	"California"	"06"	"20-24 years"	"20-24"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	37""
	"California"	"06"	"20-24 years"	"20-24"	"2019"	"2019"	"Unknown or Not ""Stated"	"Unk"	3428""
	"California"	"06"	"20-24 years"	"20-24"	"2020"	"2020"	"8th grade or ""less"	"1"	1769""
	"California"	"06"	"20-24 years"	"20-24"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	6703""
	"California"	"06"	"20-24 years"	"20-24"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	27146""
	"California"	"06"	"20-24 years"	"20-24"	"2020"	"2020"	"Some college credit, but not a ""degree"	"4"	16055""
	"California"	"06"	"20-24 years"	"20-24"	"2020"	"2020"	"Associate degree (AA, ""AS)"	"5"	2877""
	"California"	"06"	"20-24 years"	"20-24"	"2020"	"2020"	"Bachelor's degree (BA, AB, ""BS)"	"6"	2605""
	"California"	"06"	"20-24 years"	"20-24"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	192""
	"California"	"06"	"20-24 years"	"20-24"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	43""
	"California"	"06"	"20-24 years"	"20-24"	"2020"	"2020"	"Unknown or Not ""Stated"	"Unk"	3682""
	"California"	"06"	"20-24 years"	"20-24"	"2021"	"2021"	"8th grade or ""less"	"1"	1728""
	"California"	"06"	"20-24 years"	"20-24"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	5759""
	"California"	"06"	"20-24 years"	"20-24"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	26561""
	"California"	"06"	"20-24 years"	"20-24"	"2021"	"2021"	"Some college credit, but not a ""degree"	"4"	14786""
	"California"	"06"	"20-24 years"	"20-24"	"2021"	"2021"	"Associate degree (AA, ""AS)"	"5"	2919""
	"California"	"06"	"20-24 years"	"20-24"	"2021"	"2021"	"Bachelor's degree (BA, AB, ""BS)"	"6"	2748""
	"California"	"06"	"20-24 years"	"20-24"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	177""
	"California"	"06"	"20-24 years"	"20-24"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	55""
	"California"	"06"	"20-24 years"	"20-24"	"2021"	"2021"	"Unknown or Not ""Stated"	"Unk"	3967""
	"California"	"06"	"20-24 years"	"20-24"	"2022"	"2022"	"8th grade or ""less"	"1"	1996""
	"California"	"06"	"20-24 years"	"20-24"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	5495""
	"California"	"06"	"20-24 years"	"20-24"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	25787""
	"California"	"06"	"20-24 years"	"20-24"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	13390""
	"California"	"06"	"20-24 years"	"20-24"	"2022"	"2022"	"Associate degree (AA, ""AS)"	"5"	2781""
	"California"	"06"	"20-24 years"	"20-24"	"2022"	"2022"	"Bachelor's degree (BA, AB, ""BS)"	"6"	2749""
	"California"	"06"	"20-24 years"	"20-24"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	194""
	"California"	"06"	"20-24 years"	"20-24"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	50""
	"California"	"06"	"20-24 years"	"20-24"	"2022"	"2022"	"Unknown or Not ""Stated"	"Unk"	4518""
	"California"	"06"	"25-29 years"	"25-29"	"2016"	"2016"	"8th grade or ""less"	"1"	4197""
	"California"	"06"	"25-29 years"	"25-29"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	12040""
	"California"	"06"	"25-29 years"	"25-29"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	34515""
	"California"	"06"	"25-29 years"	"25-29"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	31828""
	"California"	"06"	"25-29 years"	"25-29"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	10435""
	"California"	"06"	"25-29 years"	"25-29"	"2016"	"2016"	"Bachelor's degree (BA, AB, ""BS)"	"6"	23074""
	"California"	"06"	"25-29 years"	"25-29"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	6662""
	"California"	"06"	"25-29 years"	"25-29"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	1016""
	"California"	"06"	"25-29 years"	"25-29"	"2016"	"2016"	"Unknown or Not ""Stated"	"Unk"	6285""
	"California"	"06"	"25-29 years"	"25-29"	"2017"	"2017"	"8th grade or ""less"	"1"	3782""
	"California"	"06"	"25-29 years"	"25-29"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	10728""
	"California"	"06"	"25-29 years"	"25-29"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	33957""
	"California"	"06"	"25-29 years"	"25-29"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	31022""
	"California"	"06"	"25-29 years"	"25-29"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	10014""
	"California"	"06"	"25-29 years"	"25-29"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	22479""
	"California"	"06"	"25-29 years"	"25-29"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	6301""
	"California"	"06"	"25-29 years"	"25-29"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	914""
	"California"	"06"	"25-29 years"	"25-29"	"2017"	"2017"	"Unknown or Not ""Stated"	"Unk"	5724""
	"California"	"06"	"25-29 years"	"25-29"	"2018"	"2018"	"8th grade or ""less"	"1"	3262""
	"California"	"06"	"25-29 years"	"25-29"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	9466""
	"California"	"06"	"25-29 years"	"25-29"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	32970""
	"California"	"06"	"25-29 years"	"25-29"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	29478""
	"California"	"06"	"25-29 years"	"25-29"	"2018"	"2018"	"Associate degree (AA, ""AS)"	"5"	9557""
	"California"	"06"	"25-29 years"	"25-29"	"2018"	"2018"	"Bachelor's degree (BA, AB, ""BS)"	"6"	21284""
	"California"	"06"	"25-29 years"	"25-29"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	6144""
	"California"	"06"	"25-29 years"	"25-29"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	850""
	"California"	"06"	"25-29 years"	"25-29"	"2018"	"2018"	"Unknown or Not ""Stated"	"Unk"	5946""
	"California"	"06"	"25-29 years"	"25-29"	"2019"	"2019"	"8th grade or ""less"	"1"	2948""
	"California"	"06"	"25-29 years"	"25-29"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	8666""
	"California"	"06"	"25-29 years"	"25-29"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	32428""
	"California"	"06"	"25-29 years"	"25-29"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	28068""
	"California"	"06"	"25-29 years"	"25-29"	"2019"	"2019"	"Associate degree (AA, ""AS)"	"5"	9514""
	"California"	"06"	"25-29 years"	"25-29"	"2019"	"2019"	"Bachelor's degree (BA, AB, ""BS)"	"6"	20580""
	"California"	"06"	"25-29 years"	"25-29"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	6012""
	"California"	"06"	"25-29 years"	"25-29"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	938""
	"California"	"06"	"25-29 years"	"25-29"	"2019"	"2019"	"Unknown or Not ""Stated"	"Unk"	6676""
	"California"	"06"	"25-29 years"	"25-29"	"2020"	"2020"	"8th grade or ""less"	"1"	2712""
	"California"	"06"	"25-29 years"	"25-29"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	7256""
	"California"	"06"	"25-29 years"	"25-29"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	30956""
	"California"	"06"	"25-29 years"	"25-29"	"2020"	"2020"	"Some college credit, but not a ""degree"	"4"	25899""
	"California"	"06"	"25-29 years"	"25-29"	"2020"	"2020"	"Associate degree (AA, ""AS)"	"5"	8852""
	"California"	"06"	"25-29 years"	"25-29"	"2020"	"2020"	"Bachelor's degree (BA, AB, ""BS)"	"6"	18866""
	"California"	"06"	"25-29 years"	"25-29"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	5301""
	"California"	"06"	"25-29 years"	"25-29"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	792""
	"California"	"06"	"25-29 years"	"25-29"	"2020"	"2020"	"Unknown or Not ""Stated"	"Unk"	6659""
	"California"	"06"	"25-29 years"	"25-29"	"2021"	"2021"	"8th grade or ""less"	"1"	2524""
	"California"	"06"	"25-29 years"	"25-29"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	6337""
	"California"	"06"	"25-29 years"	"25-29"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	30644""
	"California"	"06"	"25-29 years"	"25-29"	"2021"	"2021"	"Some college credit, but not a ""degree"	"4"	24990""
	"California"	"06"	"25-29 years"	"25-29"	"2021"	"2021"	"Associate degree (AA, ""AS)"	"5"	8859""
	"California"	"06"	"25-29 years"	"25-29"	"2021"	"2021"	"Bachelor's degree (BA, AB, ""BS)"	"6"	18621""
	"California"	"06"	"25-29 years"	"25-29"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	5250""
	"California"	"06"	"25-29 years"	"25-29"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	865""
	"California"	"06"	"25-29 years"	"25-29"	"2021"	"2021"	"Unknown or Not ""Stated"	"Unk"	7258""
	"California"	"06"	"25-29 years"	"25-29"	"2022"	"2022"	"8th grade or ""less"	"1"	2729""
	"California"	"06"	"25-29 years"	"25-29"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	5970""
	"California"	"06"	"25-29 years"	"25-29"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	29703""
	"California"	"06"	"25-29 years"	"25-29"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	23096""
	"California"	"06"	"25-29 years"	"25-29"	"2022"	"2022"	"Associate degree (AA, ""AS)"	"5"	8580""
	"California"	"06"	"25-29 years"	"25-29"	"2022"	"2022"	"Bachelor's degree (BA, AB, ""BS)"	"6"	18062""
	"California"	"06"	"25-29 years"	"25-29"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	5249""
	"California"	"06"	"25-29 years"	"25-29"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	817""
	"California"	"06"	"25-29 years"	"25-29"	"2022"	"2022"	"Unknown or Not ""Stated"	"Unk"	8077""
	"California"	"06"	"30-34 years"	"30-34"	"2016"	"2016"	"8th grade or ""less"	"1"	6040""
	"California"	"06"	"30-34 years"	"30-34"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	9299""
	"California"	"06"	"30-34 years"	"30-34"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	23739""
	"California"	"06"	"30-34 years"	"30-34"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	24464""
	"California"	"06"	"30-34 years"	"30-34"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	10705""
	"California"	"06"	"30-34 years"	"30-34"	"2016"	"2016"	"Bachelor's degree (BA, AB, ""BS)"	"6"	39695""
	"California"	"06"	"30-34 years"	"30-34"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	19237""
	"California"	"06"	"30-34 years"	"30-34"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	6060""
	"California"	"06"	"30-34 years"	"30-34"	"2016"	"2016"	"Unknown or Not ""Stated"	"Unk"	7756""
	"California"	"06"	"30-34 years"	"30-34"	"2017"	"2017"	"8th grade or ""less"	"1"	5204""
	"California"	"06"	"30-34 years"	"30-34"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	8564""
	"California"	"06"	"30-34 years"	"30-34"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	22958""
	"California"	"06"	"30-34 years"	"30-34"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	23785""
	"California"	"06"	"30-34 years"	"30-34"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	10452""
	"California"	"06"	"30-34 years"	"30-34"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	39216""
	"California"	"06"	"30-34 years"	"30-34"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	18830""
	"California"	"06"	"30-34 years"	"30-34"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	5876""
	"California"	"06"	"30-34 years"	"30-34"	"2017"	"2017"	"Unknown or Not ""Stated"	"Unk"	7526""
	"California"	"06"	"30-34 years"	"30-34"	"2018"	"2018"	"8th grade or ""less"	"1"	4824""
	"California"	"06"	"30-34 years"	"30-34"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	8160""
	"California"	"06"	"30-34 years"	"30-34"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	22789""
	"California"	"06"	"30-34 years"	"30-34"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	23428""
	"California"	"06"	"30-34 years"	"30-34"	"2018"	"2018"	"Associate degree (AA, ""AS)"	"5"	10188""
	"California"	"06"	"30-34 years"	"30-34"	"2018"	"2018"	"Bachelor's degree (BA, AB, ""BS)"	"6"	38298""
	"California"	"06"	"30-34 years"	"30-34"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	18576""
	"California"	"06"	"30-34 years"	"30-34"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	5908""
	"California"	"06"	"30-34 years"	"30-34"	"2018"	"2018"	"Unknown or Not ""Stated"	"Unk"	7514""
	"California"	"06"	"30-34 years"	"30-34"	"2019"	"2019"	"8th grade or ""less"	"1"	4032""
	"California"	"06"	"30-34 years"	"30-34"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	7482""
	"California"	"06"	"30-34 years"	"30-34"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	22595""
	"California"	"06"	"30-34 years"	"30-34"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	23085""
	"California"	"06"	"30-34 years"	"30-34"	"2019"	"2019"	"Associate degree (AA, ""AS)"	"5"	10205""
	"California"	"06"	"30-34 years"	"30-34"	"2019"	"2019"	"Bachelor's degree (BA, AB, ""BS)"	"6"	37942""
	"California"	"06"	"30-34 years"	"30-34"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	18893""
	"California"	"06"	"30-34 years"	"30-34"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	5799""
	"California"	"06"	"30-34 years"	"30-34"	"2019"	"2019"	"Unknown or Not ""Stated"	"Unk"	8655""
	"California"	"06"	"30-34 years"	"30-34"	"2020"	"2020"	"8th grade or ""less"	"1"	3519""
	"California"	"06"	"30-34 years"	"30-34"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	6810""
	"California"	"06"	"30-34 years"	"30-34"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	22267""
	"California"	"06"	"30-34 years"	"30-34"	"2020"	"2020"	"Some college credit, but not a ""degree"	"4"	21757""
	"California"	"06"	"30-34 years"	"30-34"	"2020"	"2020"	"Associate degree (AA, ""AS)"	"5"	9907""
	"California"	"06"	"30-34 years"	"30-34"	"2020"	"2020"	"Bachelor's degree (BA, AB, ""BS)"	"6"	36099""
	"California"	"06"	"30-34 years"	"30-34"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	17808""
	"California"	"06"	"30-34 years"	"30-34"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	5505""
	"California"	"06"	"30-34 years"	"30-34"	"2020"	"2020"	"Unknown or Not ""Stated"	"Unk"	8976""
	"California"	"06"	"30-34 years"	"30-34"	"2021"	"2021"	"8th grade or ""less"	"1"	3144""
	"California"	"06"	"30-34 years"	"30-34"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	6106""
	"California"	"06"	"30-34 years"	"30-34"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	22710""
	"California"	"06"	"30-34 years"	"30-34"	"2021"	"2021"	"Some college credit, but not a ""degree"	"4"	22262""
	"California"	"06"	"30-34 years"	"30-34"	"2021"	"2021"	"Associate degree (AA, ""AS)"	"5"	10103""
	"California"	"06"	"30-34 years"	"30-34"	"2021"	"2021"	"Bachelor's degree (BA, AB, ""BS)"	"6"	36949""
	"California"	"06"	"30-34 years"	"30-34"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	18751""
	"California"	"06"	"30-34 years"	"30-34"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	5770""
	"California"	"06"	"30-34 years"	"30-34"	"2021"	"2021"	"Unknown or Not ""Stated"	"Unk"	9926""
	"California"	"06"	"30-34 years"	"30-34"	"2022"	"2022"	"8th grade or ""less"	"1"	3108""
	"California"	"06"	"30-34 years"	"30-34"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	5903""
	"California"	"06"	"30-34 years"	"30-34"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	22683""
	"California"	"06"	"30-34 years"	"30-34"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	22199""
	"California"	"06"	"30-34 years"	"30-34"	"2022"	"2022"	"Associate degree (AA, ""AS)"	"5"	10093""
	"California"	"06"	"30-34 years"	"30-34"	"2022"	"2022"	"Bachelor's degree (BA, AB, ""BS)"	"6"	36747""
	"California"	"06"	"30-34 years"	"30-34"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	18802""
	"California"	"06"	"30-34 years"	"30-34"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	5485""
	"California"	"06"	"30-34 years"	"30-34"	"2022"	"2022"	"Unknown or Not ""Stated"	"Unk"	10423""
	"California"	"06"	"35-39 years"	"35-39"	"2016"	"2016"	"8th grade or ""less"	"1"	4994""
	"California"	"06"	"35-39 years"	"35-39"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	5430""
	"California"	"06"	"35-39 years"	"35-39"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	11348""
	"California"	"06"	"35-39 years"	"35-39"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	11506""
	"California"	"06"	"35-39 years"	"35-39"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	5612""
	"California"	"06"	"35-39 years"	"35-39"	"2016"	"2016"	"Bachelor's degree (BA, AB, ""BS)"	"6"	22999""
	"California"	"06"	"35-39 years"	"35-39"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	12638""
	"California"	"06"	"35-39 years"	"35-39"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	5204""
	"California"	"06"	"35-39 years"	"35-39"	"2016"	"2016"	"Unknown or Not ""Stated"	"Unk"	4989""
	"California"	"06"	"35-39 years"	"35-39"	"2017"	"2017"	"8th grade or ""less"	"1"	4591""
	"California"	"06"	"35-39 years"	"35-39"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	5230""
	"California"	"06"	"35-39 years"	"35-39"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	11393""
	"California"	"06"	"35-39 years"	"35-39"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	11699""
	"California"	"06"	"35-39 years"	"35-39"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	5539""
	"California"	"06"	"35-39 years"	"35-39"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	23945""
	"California"	"06"	"35-39 years"	"35-39"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	12972""
