"Notes"	"State"	"State Code"	"Year of Death"	"Year of Death Code"	"Mother's Education"	"Mother's Education Code"	Deaths	Births	Death Rate
	"Iowa"	"19"	"2017"	"2017"	"Unknown or Not Stated"	"Unk"	Suppressed	58	Suppressed
	"Iowa"	"19"	"2018"	"2018"	"8th grade or less"	"1"	Suppressed	1204	Suppressed
	"Iowa"	"19"	"2018"	"2018"	"9th through 12th grade with no diploma"	"2"	27	3091	8.74
	"Iowa"	"19"	"2018"	"2018"	"High school graduate or GED completed"	"3"	53	9172	5.78
	"Iowa"	"19"	"2018"	"2018"	"Some college credit, but not a degree"	"4"	39	6349	6.14
	"Iowa"	"19"	"2018"	"2018"	"Associate degree (AA, AS)"	"5"	10	4746	2.11 (Unreliable)
	"Iowa"	"19"	"2018"	"2018"	"Bachelor's degree (BA, AB, BS)"	"6"	37	9062	4.08
	"Iowa"	"19"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	15	3036	4.94 (Unreliable)
	"Iowa"	"19"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	1047	Suppressed
	"Iowa"	"19"	"2018"	"2018"	"Unknown or Not Stated"	"Unk"	Suppressed	78	Suppressed
	"Iowa"	"19"	"2019"	"2019"	"8th grade or less"	"1"	Suppressed	1236	Suppressed
	"Iowa"	"19"	"2019"	"2019"	"9th through 12th grade with no diploma"	"2"	19	2802	6.78 (Unreliable)
	"Iowa"	"19"	"2019"	"2019"	"High school graduate or GED completed"	"3"	62	9289	6.67
	"Iowa"	"19"	"2019"	"2019"	"Some college credit, but not a degree"	"4"	33	6263	5.27
	"Iowa"	"19"	"2019"	"2019"	"Associate degree (AA, AS)"	"5"	16	4649	3.44 (Unreliable)
	"Iowa"	"19"	"2019"	"2019"	"Bachelor's degree (BA, AB, BS)"	"6"	30	9161	3.27
	"Iowa"	"19"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	11	3092	3.56 (Unreliable)
	"Iowa"	"19"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	1071	Suppressed
	"Iowa"	"19"	"2019"	"2019"	"Unknown or Not Stated"	"Unk"	Suppressed	86	Suppressed
	"Iowa"	"19"	"2020"	"2020"	"8th grade or less"	"1"	Suppressed	1217	Suppressed
	"Iowa"	"19"	"2020"	"2020"	"9th through 12th grade with no diploma"	"2"	28	2829	9.90
	"Iowa"	"19"	"2020"	"2020"	"High school graduate or GED completed"	"3"	51	9088	5.61
	"Iowa"	"19"	"2020"	"2020"	"Some college credit, but not a degree"	"4"	25	5855	4.27
	"Iowa"	"19"	"2020"	"2020"	"Associate degree (AA, AS)"	"5"	16	4330	3.70 (Unreliable)
	"Iowa"	"19"	"2020"	"2020"	"Bachelor's degree (BA, AB, BS)"	"6"	21	8719	2.41
	"Iowa"	"19"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	2984	Suppressed
	"Iowa"	"19"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	1020	Suppressed
	"Iowa"	"19"	"2020"	"2020"	"Unknown or Not Stated"	"Unk"	Suppressed	72	Suppressed
	"Iowa"	"19"	"2021"	"2021"	"8th grade or less"	"1"	Suppressed	1256	Suppressed
	"Iowa"	"19"	"2021"	"2021"	"9th through 12th grade with no diploma"	"2"	20	2767	7.23
	"Iowa"	"19"	"2021"	"2021"	"High school graduate or GED completed"	"3"	41	8971	4.57
	"Iowa"	"19"	"2021"	"2021"	"Some college credit, but not a degree"	"4"	29	5809	4.99
	"Iowa"	"19"	"2021"	"2021"	"Associate degree (AA, AS)"	"5"	14	4487	3.12 (Unreliable)
	"Iowa"	"19"	"2021"	"2021"	"Bachelor's degree (BA, AB, BS)"	"6"	24	9170	2.62
	"Iowa"	"19"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	3262	Suppressed
	"Iowa"	"19"	"2021"	"2021"	"Unknown or Not Stated"	"Unk"	Suppressed	66	Suppressed
	"Kansas"	"20"	"2007"	"2007"	"8th grade or less"	"1"	Suppressed	1667	Suppressed
	"Kansas"	"20"	"2007"	"2007"	"9th through 12th grade with no diploma"	"2"	80	5857	13.66
	"Kansas"	"20"	"2007"	"2007"	"High school graduate or GED completed"	"3"	100	9735	10.27
	"Kansas"	"20"	"2007"	"2007"	"Some college credit, but not a degree"	"4"	58	9405	6.17
	"Kansas"	"20"	"2007"	"2007"	"Associate degree (AA, AS)"	"5"	11	2718	4.05 (Unreliable)
	"Kansas"	"20"	"2007"	"2007"	"Bachelor's degree (BA, AB, BS)"	"6"	42	8125	5.17
	"Kansas"	"20"	"2007"	"2007"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	13	2404	5.41 (Unreliable)
	"Kansas"	"20"	"2007"	"2007"	"Unknown or Not Stated"	"Unk"	24	1494	16.06
	"Kansas"	"20"	"2008"	"2008"	"8th grade or less"	"1"	11	1634	6.73 (Unreliable)
	"Kansas"	"20"	"2008"	"2008"	"9th through 12th grade with no diploma"	"2"	73	5957	12.25
	"Kansas"	"20"	"2008"	"2008"	"High school graduate or GED completed"	"3"	79	9919	7.96
	"Kansas"	"20"	"2008"	"2008"	"Some college credit, but not a degree"	"4"	50	8980	5.57
	"Kansas"	"20"	"2008"	"2008"	"Associate degree (AA, AS)"	"5"	22	2828	7.78
	"Kansas"	"20"	"2008"	"2008"	"Bachelor's degree (BA, AB, BS)"	"6"	26	7937	3.28
	"Kansas"	"20"	"2008"	"2008"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	20	2520	7.94
	"Kansas"	"20"	"2008"	"2008"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	559	Suppressed
	"Kansas"	"20"	"2008"	"2008"	"Unknown or Not Stated"	"Unk"	24	1499	16.01
	"Kansas"	"20"	"2009"	"2009"	"8th grade or less"	"1"	13	1611	8.07 (Unreliable)
	"Kansas"	"20"	"2009"	"2009"	"9th through 12th grade with no diploma"	"2"	59	5721	10.31
	"Kansas"	"20"	"2009"	"2009"	"High school graduate or GED completed"	"3"	87	9700	8.97
	"Kansas"	"20"	"2009"	"2009"	"Some college credit, but not a degree"	"4"	57	9122	6.25
	"Kansas"	"20"	"2009"	"2009"	"Associate degree (AA, AS)"	"5"	15	2922	5.13 (Unreliable)
	"Kansas"	"20"	"2009"	"2009"	"Bachelor's degree (BA, AB, BS)"	"6"	38	7876	4.82
	"Kansas"	"20"	"2009"	"2009"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	2590	Suppressed
	"Kansas"	"20"	"2009"	"2009"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	634	Suppressed
	"Kansas"	"20"	"2009"	"2009"	"Unknown or Not Stated"	"Unk"	16	1220	13.11 (Unreliable)
	"Kansas"	"20"	"2010"	"2010"	"8th grade or less"	"1"	14	1374	10.19 (Unreliable)
	"Kansas"	"20"	"2010"	"2010"	"9th through 12th grade with no diploma"	"2"	43	5414	7.94
	"Kansas"	"20"	"2010"	"2010"	"High school graduate or GED completed"	"3"	77	9452	8.15
	"Kansas"	"20"	"2010"	"2010"	"Some college credit, but not a degree"	"4"	53	9271	5.72
	"Kansas"	"20"	"2010"	"2010"	"Associate degree (AA, AS)"	"5"	Suppressed	3034	Suppressed
	"Kansas"	"20"	"2010"	"2010"	"Bachelor's degree (BA, AB, BS)"	"6"	32	8348	3.83
	"Kansas"	"20"	"2010"	"2010"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	12	2772	4.33 (Unreliable)
	"Kansas"	"20"	"2010"	"2010"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	747	Suppressed
	"Kansas"	"20"	"2010"	"2010"	"Unknown or Not Stated"	"Unk"	Suppressed	237	Suppressed
	"Kansas"	"20"	"2011"	"2011"	"8th grade or less"	"1"	10	1307	7.65 (Unreliable)
	"Kansas"	"20"	"2011"	"2011"	"9th through 12th grade with no diploma"	"2"	47	4890	9.61
	"Kansas"	"20"	"2011"	"2011"	"High school graduate or GED completed"	"3"	77	9344	8.24
	"Kansas"	"20"	"2011"	"2011"	"Some college credit, but not a degree"	"4"	48	8785	5.46
	"Kansas"	"20"	"2011"	"2011"	"Associate degree (AA, AS)"	"5"	18	3231	5.57 (Unreliable)
	"Kansas"	"20"	"2011"	"2011"	"Bachelor's degree (BA, AB, BS)"	"6"	29	8353	3.47
	"Kansas"	"20"	"2011"	"2011"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	13	2807	4.63 (Unreliable)
	"Kansas"	"20"	"2011"	"2011"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	732	Suppressed
	"Kansas"	"20"	"2011"	"2011"	"Unknown or Not Stated"	"Unk"	Suppressed	193	Suppressed
	"Kansas"	"20"	"2012"	"2012"	"8th grade or less"	"1"	12	1210	9.92 (Unreliable)
	"Kansas"	"20"	"2012"	"2012"	"9th through 12th grade with no diploma"	"2"	46	4670	9.85
	"Kansas"	"20"	"2012"	"2012"	"High school graduate or GED completed"	"3"	73	9173	7.96
	"Kansas"	"20"	"2012"	"2012"	"Some college credit, but not a degree"	"4"	60	9328	6.43
	"Kansas"	"20"	"2012"	"2012"	"Associate degree (AA, AS)"	"5"	18	3322	5.42 (Unreliable)
	"Kansas"	"20"	"2012"	"2012"	"Bachelor's degree (BA, AB, BS)"	"6"	30	8554	3.51
	"Kansas"	"20"	"2012"	"2012"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	3130	Suppressed
	"Kansas"	"20"	"2012"	"2012"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	811	Suppressed
	"Kansas"	"20"	"2012"	"2012"	"Unknown or Not Stated"	"Unk"	Suppressed	143	Suppressed
	"Kansas"	"20"	"2013"	"2013"	"8th grade or less"	"1"	Suppressed	1193	Suppressed
	"Kansas"	"20"	"2013"	"2013"	"9th through 12th grade with no diploma"	"2"	41	4275	9.59
	"Kansas"	"20"	"2013"	"2013"	"High school graduate or GED completed"	"3"	67	8819	7.60
	"Kansas"	"20"	"2013"	"2013"	"Some college credit, but not a degree"	"4"	63	8851	7.12
	"Kansas"	"20"	"2013"	"2013"	"Associate degree (AA, AS)"	"5"	23	3371	6.82
	"Kansas"	"20"	"2013"	"2013"	"Bachelor's degree (BA, AB, BS)"	"6"	32	8397	3.81
	"Kansas"	"20"	"2013"	"2013"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	10	3020	3.31 (Unreliable)
	"Kansas"	"20"	"2013"	"2013"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	808	Suppressed
	"Kansas"	"20"	"2013"	"2013"	"Unknown or Not Stated"	"Unk"	Suppressed	105	Suppressed
	"Kansas"	"20"	"2014"	"2014"	"8th grade or less"	"1"	Suppressed	1143	Suppressed
	"Kansas"	"20"	"2014"	"2014"	"9th through 12th grade with no diploma"	"2"	29	4031	7.19
	"Kansas"	"20"	"2014"	"2014"	"High school graduate or GED completed"	"3"	74	9074	8.16
	"Kansas"	"20"	"2014"	"2014"	"Some college credit, but not a degree"	"4"	52	8674	5.99
	"Kansas"	"20"	"2014"	"2014"	"Associate degree (AA, AS)"	"5"	23	3546	6.49
	"Kansas"	"20"	"2014"	"2014"	"Bachelor's degree (BA, AB, BS)"	"6"	34	8699	3.91
	"Kansas"	"20"	"2014"	"2014"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	18	3099	5.81 (Unreliable)
	"Kansas"	"20"	"2014"	"2014"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	884	Suppressed
	"Kansas"	"20"	"2014"	"2014"	"Unknown or Not Stated"	"Unk"	Suppressed	73	Suppressed
	"Kansas"	"20"	"2015"	"2015"	"8th grade or less"	"1"	Suppressed	1178	Suppressed
	"Kansas"	"20"	"2015"	"2015"	"9th through 12th grade with no diploma"	"2"	34	3795	8.96
	"Kansas"	"20"	"2015"	"2015"	"High school graduate or GED completed"	"3"	74	8926	8.29
	"Kansas"	"20"	"2015"	"2015"	"Some college credit, but not a degree"	"4"	49	8581	5.71
	"Kansas"	"20"	"2015"	"2015"	"Associate degree (AA, AS)"	"5"	17	3587	4.74 (Unreliable)
	"Kansas"	"20"	"2015"	"2015"	"Bachelor's degree (BA, AB, BS)"	"6"	29	8928	3.25
	"Kansas"	"20"	"2015"	"2015"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	14	3209	4.36 (Unreliable)
	"Kansas"	"20"	"2015"	"2015"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	857	Suppressed
	"Kansas"	"20"	"2015"	"2015"	"Unknown or Not Stated"	"Unk"	Suppressed	93	Suppressed
	"Kansas"	"20"	"2016"	"2016"	"8th grade or less"	"1"	Suppressed	1138	Suppressed
	"Kansas"	"20"	"2016"	"2016"	"9th through 12th grade with no diploma"	"2"	32	3627	8.82
	"Kansas"	"20"	"2016"	"2016"	"High school graduate or GED completed"	"3"	67	8625	7.77
	"Kansas"	"20"	"2016"	"2016"	"Some college credit, but not a degree"	"4"	54	8151	6.62
	"Kansas"	"20"	"2016"	"2016"	"Associate degree (AA, AS)"	"5"	21	3605	5.83
	"Kansas"	"20"	"2016"	"2016"	"Bachelor's degree (BA, AB, BS)"	"6"	34	8547	3.98
	"Kansas"	"20"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	13	3330	3.90 (Unreliable)
	"Kansas"	"20"	"2016"	"2016"	"Unknown or Not Stated"	"Unk"	Suppressed	110	Suppressed
	"Kansas"	"20"	"2017"	"2017"	"8th grade or less"	"1"	Suppressed	1047	Suppressed
	"Kansas"	"20"	"2017"	"2017"	"9th through 12th grade with no diploma"	"2"	35	3285	10.65
	"Kansas"	"20"	"2017"	"2017"	"High school graduate or GED completed"	"3"	64	8695	7.36
	"Kansas"	"20"	"2017"	"2017"	"Some college credit, but not a degree"	"4"	55	7665	7.18
	"Kansas"	"20"	"2017"	"2017"	"Associate degree (AA, AS)"	"5"	17	3478	4.89 (Unreliable)
	"Kansas"	"20"	"2017"	"2017"	"Bachelor's degree (BA, AB, BS)"	"6"	27	8172	3.30
	"Kansas"	"20"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	11	3188	3.45 (Unreliable)
	"Kansas"	"20"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	874	Suppressed
	"Kansas"	"20"	"2017"	"2017"	"Unknown or Not Stated"	"Unk"	Suppressed	115	Suppressed
	"Kansas"	"20"	"2018"	"2018"	"8th grade or less"	"1"	Suppressed	1029	Suppressed
	"Kansas"	"20"	"2018"	"2018"	"9th through 12th grade with no diploma"	"2"	32	3199	10.00
	"Kansas"	"20"	"2018"	"2018"	"High school graduate or GED completed"	"3"	76	8832	8.61
	"Kansas"	"20"	"2018"	"2018"	"Some college credit, but not a degree"	"4"	47	7350	6.39
	"Kansas"	"20"	"2018"	"2018"	"Associate degree (AA, AS)"	"5"	12	3486	3.44 (Unreliable)
	"Kansas"	"20"	"2018"	"2018"	"Bachelor's degree (BA, AB, BS)"	"6"	31	8249	3.76
	"Kansas"	"20"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	17	3096	5.49 (Unreliable)
	"Kansas"	"20"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	886	Suppressed
	"Kansas"	"20"	"2018"	"2018"	"Unknown or Not Stated"	"Unk"	Suppressed	134	Suppressed
	"Kansas"	"20"	"2019"	"2019"	"8th grade or less"	"1"	14	1078	12.99 (Unreliable)
	"Kansas"	"20"	"2019"	"2019"	"9th through 12th grade with no diploma"	"2"	22	2984	7.37
	"Kansas"	"20"	"2019"	"2019"	"High school graduate or GED completed"	"3"	65	8551	7.60
	"Kansas"	"20"	"2019"	"2019"	"Some college credit, but not a degree"	"4"	39	7079	5.51
	"Kansas"	"20"	"2019"	"2019"	"Associate degree (AA, AS)"	"5"	16	3386	4.73 (Unreliable)
	"Kansas"	"20"	"2019"	"2019"	"Bachelor's degree (BA, AB, BS)"	"6"	20	8008	2.50
	"Kansas"	"20"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	3243	Suppressed
	"Kansas"	"20"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	907	Suppressed
	"Kansas"	"20"	"2019"	"2019"	"Unknown or Not Stated"	"Unk"	Suppressed	159	Suppressed
	"Kansas"	"20"	"2020"	"2020"	"8th grade or less"	"1"	Suppressed	1024	Suppressed
	"Kansas"	"20"	"2020"	"2020"	"9th through 12th grade with no diploma"	"2"	35	2725	12.84
	"Kansas"	"20"	"2020"	"2020"	"High school graduate or GED completed"	"3"	69	8766	7.87
	"Kansas"	"20"	"2020"	"2020"	"Some college credit, but not a degree"	"4"	47	6591	7.13
	"Kansas"	"20"	"2020"	"2020"	"Associate degree (AA, AS)"	"5"	23	3230	7.12
	"Kansas"	"20"	"2020"	"2020"	"Bachelor's degree (BA, AB, BS)"	"6"	23	7821	2.94
	"Kansas"	"20"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	13	3112	4.18 (Unreliable)
	"Kansas"	"20"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	922	Suppressed
	"Kansas"	"20"	"2020"	"2020"	"Unknown or Not Stated"	"Unk"	Suppressed	185	Suppressed
	"Kansas"	"20"	"2021"	"2021"	"8th grade or less"	"1"	Suppressed	1113	Suppressed
	"Kansas"	"20"	"2021"	"2021"	"9th through 12th grade with no diploma"	"2"	27	2538	10.64
	"Kansas"	"20"	"2021"	"2021"	"High school graduate or GED completed"	"3"	65	8961	7.25
	"Kansas"	"20"	"2021"	"2021"	"Some college credit, but not a degree"	"4"	37	6177	5.99
	"Kansas"	"20"	"2021"	"2021"	"Associate degree (AA, AS)"	"5"	13	3178	4.09 (Unreliable)
	"Kansas"	"20"	"2021"	"2021"	"Bachelor's degree (BA, AB, BS)"	"6"	30	8368	3.59
	"Kansas"	"20"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	3171	Suppressed
	"Kansas"	"20"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	994	Suppressed
	"Kansas"	"20"	"2021"	"2021"	"Unknown or Not Stated"	"Unk"	Suppressed	205	Suppressed
	"Kentucky"	"21"	"2007"	"2007"	"8th grade or less"	"1"	22	2301	9.56
	"Kentucky"	"21"	"2007"	"2007"	"9th through 12th grade with no diploma"	"2"	84	9968	8.43
	"Kentucky"	"21"	"2007"	"2007"	"High school graduate or GED completed"	"3"	137	16834	8.14
	"Kentucky"	"21"	"2007"	"2007"	"Some college credit, but not a degree"	"4"	74	13363	5.54
	"Kentucky"	"21"	"2007"	"2007"	"Associate degree (AA, AS)"	"5"	23	4119	5.58
	"Kentucky"	"21"	"2007"	"2007"	"Bachelor's degree (BA, AB, BS)"	"6"	27	7855	3.44
	"Kentucky"	"21"	"2007"	"2007"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	16	3357	4.77 (Unreliable)
	"Kentucky"	"21"	"2007"	"2007"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	851	Suppressed
	"Kentucky"	"21"	"2007"	"2007"	"Unknown or Not Stated"	"Unk"	10	720	13.89 (Unreliable)
	"Kentucky"	"21"	"2008"	"2008"	"8th grade or less"	"1"	16	2314	6.91 (Unreliable)
	"Kentucky"	"21"	"2008"	"2008"	"9th through 12th grade with no diploma"	"2"	95	9657	9.84
	"Kentucky"	"21"	"2008"	"2008"	"High school graduate or GED completed"	"3"	145	16355	8.87
	"Kentucky"	"21"	"2008"	"2008"	"Some college credit, but not a degree"	"4"	77	13037	5.91
	"Kentucky"	"21"	"2008"	"2008"	"Associate degree (AA, AS)"	"5"	14	4202	3.33 (Unreliable)
	"Kentucky"	"21"	"2008"	"2008"	"Bachelor's degree (BA, AB, BS)"	"6"	29	7929	3.66
	"Kentucky"	"21"	"2008"	"2008"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	3430	Suppressed
	"Kentucky"	"21"	"2008"	"2008"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	802	Suppressed
	"Kentucky"	"21"	"2008"	"2008"	"Unknown or Not Stated"	"Unk"	15	650	23.08 (Unreliable)
	"Kentucky"	"21"	"2009"	"2009"	"8th grade or less"	"1"	14	2192	6.39 (Unreliable)
	"Kentucky"	"21"	"2009"	"2009"	"9th through 12th grade with no diploma"	"2"	91	9050	10.06
	"Kentucky"	"21"	"2009"	"2009"	"High school graduate or GED completed"	"3"	118	15771	7.48
	"Kentucky"	"21"	"2009"	"2009"	"Some college credit, but not a degree"	"4"	87	13151	6.62
	"Kentucky"	"21"	"2009"	"2009"	"Associate degree (AA, AS)"	"5"	22	4281	5.14
	"Kentucky"	"21"	"2009"	"2009"	"Bachelor's degree (BA, AB, BS)"	"6"	33	7925	4.16
	"Kentucky"	"21"	"2009"	"2009"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	15	3641	4.12 (Unreliable)
	"Kentucky"	"21"	"2009"	"2009"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	863	Suppressed
	"Kentucky"	"21"	"2009"	"2009"	"Unknown or Not Stated"	"Unk"	10	677	14.77 (Unreliable)
	"Kentucky"	"21"	"2010"	"2010"	"8th grade or less"	"1"	14	2126	6.59 (Unreliable)
	"Kentucky"	"21"	"2010"	"2010"	"9th through 12th grade with no diploma"	"2"	81	8457	9.58
	"Kentucky"	"21"	"2010"	"2010"	"High school graduate or GED completed"	"3"	117	14920	7.84
	"Kentucky"	"21"	"2010"	"2010"	"Some college credit, but not a degree"	"4"	81	13007	6.23
	"Kentucky"	"21"	"2010"	"2010"	"Associate degree (AA, AS)"	"5"	22	4373	5.03
	"Kentucky"	"21"	"2010"	"2010"	"Bachelor's degree (BA, AB, BS)"	"6"	39	7733	5.04
	"Kentucky"	"21"	"2010"	"2010"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	14	3605	3.88 (Unreliable)
	"Kentucky"	"21"	"2010"	"2010"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	897	Suppressed
	"Kentucky"	"21"	"2010"	"2010"	"Unknown or Not Stated"	"Unk"	Suppressed	666	Suppressed
	"Kentucky"	"21"	"2011"	"2011"	"8th grade or less"	"1"	16	1945	8.23 (Unreliable)
	"Kentucky"	"21"	"2011"	"2011"	"9th through 12th grade with no diploma"	"2"	72	7759	9.28
	"Kentucky"	"21"	"2011"	"2011"	"High school graduate or GED completed"	"3"	119	14747	8.07
	"Kentucky"	"21"	"2011"	"2011"	"Some college credit, but not a degree"	"4"	87	13213	6.58
	"Kentucky"	"21"	"2011"	"2011"	"Associate degree (AA, AS)"	"5"	17	4419	3.85 (Unreliable)
	"Kentucky"	"21"	"2011"	"2011"	"Bachelor's degree (BA, AB, BS)"	"6"	23	7909	2.91
	"Kentucky"	"21"	"2011"	"2011"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	15	3877	3.87 (Unreliable)
	"Kentucky"	"21"	"2011"	"2011"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	944	Suppressed
	"Kentucky"	"21"	"2011"	"2011"	"Unknown or Not Stated"	"Unk"	Suppressed	557	Suppressed
	"Kentucky"	"21"	"2012"	"2012"	"8th grade or less"	"1"	20	1912	10.46
	"Kentucky"	"21"	"2012"	"2012"	"9th through 12th grade with no diploma"	"2"	72	7127	10.10
	"Kentucky"	"21"	"2012"	"2012"	"High school graduate or GED completed"	"3"	124	14842	8.35
	"Kentucky"	"21"	"2012"	"2012"	"Some college credit, but not a degree"	"4"	96	13595	7.06
	"Kentucky"	"21"	"2012"	"2012"	"Associate degree (AA, AS)"	"5"	18	4608	3.91 (Unreliable)
	"Kentucky"	"21"	"2012"	"2012"	"Bachelor's degree (BA, AB, BS)"	"6"	40	8114	4.93
	"Kentucky"	"21"	"2012"	"2012"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	15	3982	3.77 (Unreliable)
	"Kentucky"	"21"	"2012"	"2012"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	987	Suppressed
	"Kentucky"	"21"	"2012"	"2012"	"Unknown or Not Stated"	"Unk"	12	591	20.30 (Unreliable)
	"Kentucky"	"21"	"2013"	"2013"	"8th grade or less"	"1"	11	1814	6.06 (Unreliable)
	"Kentucky"	"21"	"2013"	"2013"	"9th through 12th grade with no diploma"	"2"	64	6584	9.72
	"Kentucky"	"21"	"2013"	"2013"	"High school graduate or GED completed"	"3"	122	15335	7.96
	"Kentucky"	"21"	"2013"	"2013"	"Some college credit, but not a degree"	"4"	83	13564	6.12
	"Kentucky"	"21"	"2013"	"2013"	"Associate degree (AA, AS)"	"5"	27	4824	5.60
	"Kentucky"	"21"	"2013"	"2013"	"Bachelor's degree (BA, AB, BS)"	"6"	23	7954	2.89
	"Kentucky"	"21"	"2013"	"2013"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	18	4083	4.41 (Unreliable)
	"Kentucky"	"21"	"2013"	"2013"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	987	Suppressed
	"Kentucky"	"21"	"2013"	"2013"	"Unknown or Not Stated"	"Unk"	Suppressed	541	Suppressed
	"Kentucky"	"21"	"2014"	"2014"	"8th grade or less"	"1"	12	1818	6.60 (Unreliable)
	"Kentucky"	"21"	"2014"	"2014"	"9th through 12th grade with no diploma"	"2"	53	6408	8.27
	"Kentucky"	"21"	"2014"	"2014"	"High school graduate or GED completed"	"3"	139	15636	8.89
	"Kentucky"	"21"	"2014"	"2014"	"Some college credit, but not a degree"	"4"	106	13668	7.76
	"Kentucky"	"21"	"2014"	"2014"	"Associate degree (AA, AS)"	"5"	28	5010	5.59
	"Kentucky"	"21"	"2014"	"2014"	"Bachelor's degree (BA, AB, BS)"	"6"	40	8368	4.78
	"Kentucky"	"21"	"2014"	"2014"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	18	4043	4.45 (Unreliable)
	"Kentucky"	"21"	"2014"	"2014"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	1020	Suppressed
